,Unnamed: 0,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone
753,762,"Rimini Street, Inc.",GPIAU,Nasdaq SmallCap Market,10.0,"15,000,000","$150,000,000",2015-05-20,/market-activity/ipos/overview?dealId=963316-78161,0,0,0.0,None,0
754,763,Baozun Inc.,BZUN,Nasdaq National Market,10.0,"11,000,000","$110,000,000",2015-05-21,/market-activity/ipos/overview?dealId=963262-78149,0,0,0.0,None,0
755,764,Community Healthcare Trust Inc,CHCT,New York Stock Exchange,19.0,"6,250,000","$118,750,000",2015-05-21,/market-activity/ipos/overview?dealId=962023-78035,0,0,0.0,None,0
756,765,"Press Ganey Holdings, Inc.",PGND,New York Stock Exchange,25.0,"8,900,000","$222,500,000",2015-05-21,/market-activity/ipos/overview?dealId=962162-78055,0,0,0.0,None,0
757,766,SHOPIFY INC.,SHOP,New York Stock Exchange,17.0,"7,700,000","$130,900,000",2015-05-21,/market-activity/ipos/overview?dealId=924106-78124,0,0,0.0,None,0
758,767,ConforMIS Inc,CFMS,Nasdaq National Market,15.0,"9,000,000","$135,000,000",2015-07-01,/market-activity/ipos/overview?dealId=652145-78505,0,0,0.0,None,0
759,768,"Unique Fabricating, Inc.",UFAB,American Stock Exchange,9.5,"2,350,000","$22,325,000",2015-07-01,/market-activity/ipos/overview?dealId=949127-76932,0,0,0.0,None,0
760,769,CONSOL Coal Resources LP,CNXC,New York Stock Exchange,15.0,"5,000,000","$75,000,000",2015-07-01,/market-activity/ipos/overview?dealId=961806-78013,0,0,0.0,None,0
761,770,"Teladoc Health, Inc.",TDOC,New York Stock Exchange,19.0,"8,250,000","$156,750,000",2015-07-01,/market-activity/ipos/overview?dealId=816414-78553,0,0,0.0,None,0
762,771,"Natera, Inc.",NTRA,Nasdaq National Market,18.0,"10,000,000","$180,000,000",2015-07-02,/market-activity/ipos/overview?dealId=966846-78575,0,0,0.0,None,0
763,772,Hailiang Education Group Inc.,HLG,Nasdaq National Market,7.0,"2,858,000","$20,006,000",2015-07-07,/market-activity/ipos/overview?dealId=953462-77324,0,0,0.0,None,0
764,773,"Ollie's Bargain Outlet Holdings, Inc.",OLLI,Nasdaq National Market,16.0,"8,925,000","$142,800,000",2015-07-16,/market-activity/ipos/overview?dealId=967922-78686,0,0,0.0,None,0
765,774,"Sierra Oncology, Inc.",DNAI,Nasdaq National Market,17.0,"8,100,000","$137,700,000",2015-07-16,/market-activity/ipos/overview?dealId=635290-78678,0,0,0.0,None,0
766,775,"CHIASMA, INC",CHMA,Nasdaq National Market,16.0,"6,365,000","$101,840,000",2015-07-16,/market-activity/ipos/overview?dealId=686107-78688,0,0,0.0,None,0
767,776,Jupai Holdings Ltd,JP,New York Stock Exchange,10.0,"5,300,000","$53,000,000",2015-07-16,/market-activity/ipos/overview?dealId=967929-78689,0,0,0.0,None,0
768,777,"MasterCraft Boat Holdings, Inc.",MCFT,Nasdaq National Market,15.0,"6,071,429","$91,071,435",2015-07-17,/market-activity/ipos/overview?dealId=964343-78298,0,0,0.0,None,0
769,778,OOMA INC,OOMA,New York Stock Exchange,13.0,"5,000,000","$65,000,000",2015-07-17,/market-activity/ipos/overview?dealId=674544-78694,0,0,0.0,None,0
770,779,"Rapid7, Inc.",RPD,Nasdaq National Market,16.0,"6,450,000","$103,200,000",2015-07-17,/market-activity/ipos/overview?dealId=891765-78660,0,0,0.0,None,0
771,780,"Blue Buffalo Pet Products, Inc.",BUFF,Nasdaq National Market,20.0,"33,831,554","$676,631,080",2015-07-22,/market-activity/ipos/overview?dealId=967510-78649,0,0,0.0,None,0
772,781,"Daseke, Inc.",HCACU,Nasdaq SmallCap Market,10.0,"17,500,000","$175,000,000",2015-07-23,/market-activity/ipos/overview?dealId=968598-78769,0,0,0.0,None,0
773,782,"Neos Therapeutics, Inc.",NEOS,Nasdaq National Market,15.0,"4,800,000","$72,000,000",2015-07-23,/market-activity/ipos/overview?dealId=807805-78743,0,0,0.0,None,0
774,783,"Live Oak Bancshares, Inc.",LOB,Nasdaq National Market,17.0,"4,800,000","$81,600,000",2015-07-23,/market-activity/ipos/overview?dealId=803316-78750,0,0,0.0,None,0
775,784,Code Chain New Continent Ltd,WYIGU,Nasdaq SmallCap Market,10.0,"5,000,000","$50,000,000",2015-07-24,/market-activity/ipos/overview?dealId=968092-78703,0,0,0.0,None,0
776,785,"ImmunityBio, Inc.",NK,Nasdaq National Market,25.0,"8,288,000","$207,200,000",2015-07-28,/market-activity/ipos/overview?dealId=672710-78749,0,0,0.0,None,0
777,786,Easterly Acquisition Corp.,EACQU,Nasdaq SmallCap Market,10.0,"18,000,000","$180,000,000",2015-07-30,/market-activity/ipos/overview?dealId=964883-78357,0,0,0.0,None,0
778,787,"Purple Innovation, Inc.",GPACU,Nasdaq SmallCap Market,10.0,"13,500,000","$135,000,000",2015-07-30,/market-activity/ipos/overview?dealId=967850-78676,0,0,0.0,None,0
779,788,vTv Therapeutics Inc.,VTVT,Nasdaq National Market,15.0,"7,812,500","$117,187,500",2015-07-30,/market-activity/ipos/overview?dealId=967930-78690,0,0,0.0,None,0
780,789,"TERRAFORM GLOBAL, INC.",GLBL,Nasdaq National Market,15.0,"45,000,000","$675,000,000",2015-07-31,/market-activity/ipos/overview?dealId=964760-78350,0,0,0.0,None,0
781,790,"Aqua Metals, Inc.",AQMS,Nasdaq SmallCap Market,5.0,"6,600,000","$33,000,000",2015-07-31,/market-activity/ipos/overview?dealId=946653-78638,0,0,0.0,None,0
782,791,"XCel Brands, Inc.",XELB,Nasdaq National Market,9.0,"1,800,000","$16,200,000",2015-07-31,/market-activity/ipos/overview?dealId=61156-77621,0,0,0.0,None,0
783,792,FULING GLOBAL INC.,FORK,Nasdaq SmallCap Market,5.0,"4,000,000","$20,000,000",2015-11-04,/market-activity/ipos/overview?dealId=971511-79039,0,0,0.0,None,0
784,793,"Kura Oncology, Inc.",KURA,Nasdaq National Market,8.0,"6,250,000","$50,000,000",2015-11-05,/market-activity/ipos/overview?dealId=769251-79627,0,0,0.0,None,0
785,794,EQUITY BANCSHARES INC,EQBK,Nasdaq National Market,22.5,"1,940,000","$43,650,000",2015-11-11,/market-activity/ipos/overview?dealId=403446-79553,0,0,0.0,None,0
786,795,"Voyager Therapeutics, Inc.",VYGR,Nasdaq National Market,14.0,"5,000,000","$70,000,000",2015-11-11,/market-activity/ipos/overview?dealId=963623-79558,0,0,0.0,None,0
787,796,Wave Life Sciences Ltd.,WVE,Nasdaq National Market,16.0,"6,375,000","$102,000,000",2015-11-11,/market-activity/ipos/overview?dealId=956413-79562,0,0,0.0,None,0
788,797,Advanced Accelerator Applications S.A.,AAAP,Nasdaq National Market,16.0,"4,688,000","$75,008,000",2015-11-11,/market-activity/ipos/overview?dealId=949822-79499,0,0,0.0,None,0
789,798,"XTERA COMMUNICATIONS, INC.",XCOM,Nasdaq National Market,5.0,"5,000,000","$25,000,000",2015-11-12,/market-activity/ipos/overview?dealId=107924-79522,0,0,0.0,None,0
790,799,MESOBLAST LTD,MESO,Nasdaq National Market,8.0,"7,479,617","$59,836,936",2015-11-13,/market-activity/ipos/overview?dealId=691546-79701,0,0,0.0,None,0
791,800,INSTRUCTURE INC,INST,New York Stock Exchange,16.0,"4,400,000","$70,400,000",2015-11-13,/market-activity/ipos/overview?dealId=701899-79552,0,0,0.0,None,0
792,801,Mimecast Ltd,MIME,Nasdaq National Market,10.0,"7,750,000","$77,500,000",2015-11-19,/market-activity/ipos/overview?dealId=977409-79593,0,0,0.0,None,0
793,802,"Match Group Holdings II, LLC",MTCH,Nasdaq National Market,12.0,"33,333,333","$399,999,996",2015-11-19,/market-activity/ipos/overview?dealId=905768-79612,0,0,0.0,None,0
794,803,"Square, Inc.",SQ,New York Stock Exchange,9.0,"27,000,000","$243,000,000",2015-11-19,/market-activity/ipos/overview?dealId=849216-79576,0,0,0.0,None,0
795,804,"Axsome Therapeutics, Inc.",AXSM,Nasdaq SmallCap Market,9.0,"5,666,667","$51,000,003",2015-11-19,/market-activity/ipos/overview?dealId=909091-79570,0,0,0.0,None,0
796,805,PURPLE BIOTECH LTD.,KTOV,Nasdaq SmallCap Market,4.12,"3,158,900","$13,014,668",2015-11-20,/market-activity/ipos/overview?dealId=975847-79458,0,0,0.0,None,0
797,806,DULUTH HOLDINGS INC.,DLTH,Nasdaq National Market,12.0,"6,666,667","$80,000,004",2015-11-20,/market-activity/ipos/overview?dealId=976572-79529,0,0,0.0,None,0
798,807,"Moleculin Biotech, Inc.",MBRX,Nasdaq SmallCap Market,6.0,"1,540,026","$9,240,156",2016-06-02,/market-activity/ipos/overview?dealId=985655-80273,0,0,0.0,None,0
799,808,"NantHealth, Inc.",NH,Nasdaq National Market,14.0,"6,500,000","$91,000,000",2016-06-02,/market-activity/ipos/overview?dealId=897337-80838,0,0,0.0,None,0
800,809,"Clearside Biomedical, Inc.",CLSD,Nasdaq National Market,7.0,"7,200,000","$50,400,000",2016-06-02,/market-activity/ipos/overview?dealId=871449-80135,0,0,0.0,None,0
801,810,"Sensus Healthcare, Inc.",SRTSU,Nasdaq SmallCap Market,5.5,"2,000,000","$11,000,000",2016-06-03,/market-activity/ipos/overview?dealId=832198-80325,0,0,0.0,None,0
802,811,Atkore Inc.,ATKR,New York Stock Exchange,16.0,"12,000,000","$192,000,000",2016-06-10,/market-activity/ipos/overview?dealId=988705-80469,0,0,0.0,None,0
803,812,China Online Education Group,COE,New York Stock Exchange,19.0,"2,400,000","$45,600,000",2016-06-10,/market-activity/ipos/overview?dealId=994453-80886,0,0,0.0,None,0
804,813,"VIVEVE MEDICAL, INC.",VIVE,Nasdaq SmallCap Market,5.0,"2,700,000","$13,500,000",2016-06-14,/market-activity/ipos/overview?dealId=7728-80738,0,0,0.0,None,0
805,814,Paragon Commercial CORP,PBNC,Nasdaq SmallCap Market,34.0,"736,000","$25,024,000",2016-06-16,/market-activity/ipos/overview?dealId=758748-80980,0,0,0.0,None,0
806,815,SELECTA BIOSCIENCES INC,SELB,Nasdaq National Market,14.0,"5,000,000","$70,000,000",2016-06-22,/market-activity/ipos/overview?dealId=795595-80972,0,0,0.0,None,0
807,816,TWILIO INC,TWLO,New York Stock Exchange,15.0,"10,000,000","$150,000,000",2016-06-23,/market-activity/ipos/overview?dealId=789817-80982,0,0,0.0,None,0
808,817,Global Medical REIT Inc.,GMRE,New York Stock Exchange,10.0,"13,043,479","$130,434,790",2016-06-29,/market-activity/ipos/overview?dealId=866790-80649,0,0,0.0,None,0
809,818,"Syros Pharmaceuticals, Inc.",SYRS,Nasdaq National Market,12.5,"4,000,000","$50,000,000",2016-06-30,/market-activity/ipos/overview?dealId=888137-81033,0,0,0.0,None,0
810,819,"Infrastructure & Energy Alternatives, Inc.",MIIIU,Nasdaq SmallCap Market,10.0,"15,000,000","$150,000,000",2016-07-07,/market-activity/ipos/overview?dealId=992520-80737,0,0,0.0,None,0
811,820,"9 METERS BIOPHARMA, INC.",MSDI,Nasdaq SmallCap Market,4.5,"2,025,000","$9,112,500",2016-07-08,/market-activity/ipos/overview?dealId=884171-79786,0,0,0.0,None,0
812,821,LINE Corp,LN,New York Stock Exchange,32.84,"35,000,000","$1,149,400,000",2016-07-14,/market-activity/ipos/overview?dealId=996550-81092,0,0,0.0,None,0
813,822,Conyers Park Acquisition Corp.,CPAAU,Nasdaq SmallCap Market,10.0,"37,500,000","$375,000,000",2016-07-15,/market-activity/ipos/overview?dealId=997236-81172,0,0,0.0,None,0
814,823,"AdvancePierre Foods Holdings, Inc.",APFH,New York Stock Exchange,21.0,"18,600,000","$390,600,000",2016-07-15,/market-activity/ipos/overview?dealId=991835-80683,0,0,0.0,None,0
815,824,"Audentes Therapeutics, Inc.",BOLD,Nasdaq National Market,15.0,"5,000,000","$75,000,000",2016-07-20,/market-activity/ipos/overview?dealId=953394-80103,0,0,0.0,None,0
816,825,IMPINJ INC,PI,Nasdaq National Market,14.0,"4,800,000","$67,200,000",2016-07-21,/market-activity/ipos/overview?dealId=164589-81026,0,0,0.0,None,0
817,826,Patheon N.V.,PTHN,New York Stock Exchange,21.0,"29,761,905","$625,000,005",2016-07-21,/market-activity/ipos/overview?dealId=967346-78621,0,0,0.0,None,0
818,827,"TPI COMPOSITES, INC",TPIC,Nasdaq National Market,11.0,"6,250,000","$68,750,000",2016-07-22,/market-activity/ipos/overview?dealId=797314-81150,0,0,0.0,None,0
819,828,"Kadmon Holdings, Inc.",KDMN,New York Stock Exchange,12.0,"6,250,000","$75,000,000",2016-07-27,/market-activity/ipos/overview?dealId=888674-81089,0,0,0.0,None,0
820,829,"Kinsale Capital Group, Inc.",KNSL,Nasdaq National Market,16.0,"6,600,000","$105,600,000",2016-07-28,/market-activity/ipos/overview?dealId=998260-81254,0,0,0.0,None,0
821,830,TACTILE SYSTEMS TECHNOLOGY INC,TCMD,Nasdaq National Market,10.0,"4,000,000","$40,000,000",2016-07-28,/market-activity/ipos/overview?dealId=111659-80227,0,0,0.0,None,0
822,831,Cellect Biotechnology Ltd.,APOP,Nasdaq SmallCap Market,6.5,"1,292,308","$8,400,002",2016-07-29,/market-activity/ipos/overview?dealId=998577-81264,0,0,0.0,None,0
823,832,Long Blockchain Corp.,LTEA,Nasdaq SmallCap Market,5.5,"1,818,182","$10,000,001",2016-07-29,/market-activity/ipos/overview?dealId=954164-80677,0,0,0.0,None,0
824,833,Talend S.A.,TLND,Nasdaq National Market,18.0,"5,250,000","$94,500,000",2016-07-29,/market-activity/ipos/overview?dealId=997830-81213,0,0,0.0,None,0
825,834,At Home Group Inc.,HOME,New York Stock Exchange,15.0,"8,667,000","$130,005,000",2016-08-04,/market-activity/ipos/overview?dealId=974579-79327,0,0,0.0,None,0
826,835,"FIRST HAWAIIAN, INC.",FHB,Nasdaq National Market,23.0,"21,086,957","$485,000,011",2016-08-04,/market-activity/ipos/overview?dealId=13300-81280,0,0,0.0,None,0
827,836,"NeuroBo Pharmaceuticals, Inc.",GEMP,Nasdaq National Market,10.0,"3,000,000","$30,000,000",2016-08-05,/market-activity/ipos/overview?dealId=962326-80736,0,0,0.0,None,0
828,837,Atomera Inc,ATMR,Nasdaq SmallCap Market,7.5,"3,200,000","$24,000,000",2016-08-05,/market-activity/ipos/overview?dealId=764116-81236,0,0,0.0,None,0
829,838,"Medpace Holdings, Inc.",MEDP,Nasdaq National Market,23.0,"7,000,000","$161,000,000",2016-08-11,/market-activity/ipos/overview?dealId=997644-81198,0,0,0.0,None,0
830,839,"Protagonist Therapeutics, Inc",PTGX,Nasdaq National Market,12.0,"7,500,000","$90,000,000",2016-08-11,/market-activity/ipos/overview?dealId=722378-81285,0,0,0.0,None,0
831,840,AIRGAIN INC,AIRG,Nasdaq SmallCap Market,8.0,"1,500,000","$12,000,000",2016-08-12,/market-activity/ipos/overview?dealId=609696-81314,0,0,0.0,None,0
832,841,"Phunware, Inc.",STLRU,Nasdaq SmallCap Market,10.0,"6,500,000","$65,000,000",2016-08-19,/market-activity/ipos/overview?dealId=998228-81246,0,0,0.0,None,0
833,842,"Priority Technology Holdings, Inc.",MACQU,NASDAQ Capital,10.0,"5,000,000","$50,000,000",2016-09-14,/market-activity/ipos/overview?dealId=999961-81361,0,0,0.0,None,0
834,843,Noble Midstream Partners LP,NBLX,NYSE,22.5,"12,500,000","$281,250,000",2016-09-15,/market-activity/ipos/overview?dealId=977889-79634,0,0,0.0,None,0
835,844,"EVERBRIDGE, INC.",EVBG,NASDAQ Global,12.0,"7,500,000","$90,000,000",2016-09-16,/market-activity/ipos/overview?dealId=780521-81530,0,0,0.0,None,0
836,845,Bank of N.T. Butterfield & Son Ltd,NTB,NYSE,23.5,"10,638,298","$250,000,003",2016-09-16,/market-activity/ipos/overview?dealId=1000738-81421,0,0,0.0,None,0
837,846,Saban Capital Acquisition Corp.,SCACU,NASDAQ Capital,10.0,"23,500,000","$235,000,000",2016-09-16,/market-activity/ipos/overview?dealId=1002027-81544,0,0,0.0,None,0
838,847,FB Financial Corp,FBK,NYSE,19.0,"5,882,352","$111,764,688",2016-09-16,/market-activity/ipos/overview?dealId=1001870-81527,0,0,0.0,None,0
839,848,Lord Global Corp,BGFT,OTCBB,1.0,"20,000,000","$20,000,000",2016-09-19,/market-activity/ipos/overview?dealId=900095-81449,0,0,0.0,None,0
840,849,"Novan, Inc.",NOVN,NASDAQ Global,11.0,"4,100,000","$45,100,000",2016-09-21,/market-activity/ipos/overview?dealId=807789-81553,0,0,0.0,None,0
841,850,"Trade Desk, Inc.",TTD,NASDAQ Global,18.0,"4,666,667","$84,000,006",2016-09-21,/market-activity/ipos/overview?dealId=1001950-81540,0,0,0.0,None,0
842,851,"CapStar Financial Holdings, Inc.",CSTR,NASDAQ Global Select,15.0,"2,585,000","$38,775,000",2016-09-22,/market-activity/ipos/overview?dealId=1002364-81581,0,0,0.0,None,0
843,852,"e.l.f. Beauty, Inc.",ELF,NYSE,17.0,"8,333,333","$141,666,661",2016-09-22,/market-activity/ipos/overview?dealId=927387-81567,0,0,0.0,None,0
844,853,Gridsum Holding Inc.,GSUM,NASDAQ Global Select,13.0,"6,700,000","$87,100,000",2016-09-23,/market-activity/ipos/overview?dealId=1002290-81570,0,0,0.0,None,0
845,854,AC Immune SA,ACIU,NASDAQ Global,11.0,"6,000,000","$66,000,000",2016-09-23,/market-activity/ipos/overview?dealId=995734-81000,0,0,0.0,None,0
846,855,Apptio Inc,APTI,NASDAQ Global,16.0,"6,000,000","$96,000,000",2016-09-23,/market-activity/ipos/overview?dealId=763438-81568,0,0,0.0,None,0
847,856,VALVOLINE INC,VVV,NYSE,22.0,"30,000,000","$660,000,000",2016-09-23,/market-activity/ipos/overview?dealId=995763-81002,0,0,0.0,None,0
848,857,"SHINECO, INC.",TYHT,NASDAQ Capital,4.5,"1,713,190","$7,709,355",2016-09-28,/market-activity/ipos/overview?dealId=647449-77894,0,0,0.0,None,0
849,858,"MedEquities Realty Trust, Inc.",MRT,NYSE,12.0,"19,925,333","$239,103,996",2016-09-29,/market-activity/ipos/overview?dealId=942036-79230,0,0,0.0,None,0
850,859,"Tabula Rasa HealthCare, Inc.",TRHC,NASDAQ Global,12.0,"4,300,000","$51,600,000",2016-09-29,/market-activity/ipos/overview?dealId=983094-80108,0,0,0.0,None,0
851,860,"Fulgent Genetics, Inc.",FLGT,NASDAQ Global,9.0,"4,200,000","$37,800,000",2016-09-29,/market-activity/ipos/overview?dealId=1002718-81621,0,0,0.0,None,0
852,861,"Nutanix, Inc.",NTNX,NASDAQ Global Select,16.0,"14,870,000","$237,920,000",2016-09-30,/market-activity/ipos/overview?dealId=944166-80050,0,0,0.0,None,0
853,862,GDS Holdings Ltd,GDS,NASDAQ Global,10.0,"19,250,000","$192,500,000",2016-11-02,/market-activity/ipos/overview?dealId=1004950-81839,0,0,0.0,None,0
854,863,"Smart Sand, Inc.",SND,NASDAQ Global Select,11.0,"11,700,000","$128,700,000",2016-11-04,/market-activity/ipos/overview?dealId=864559-81736,0,0,0.0,None,0
855,864,Motif Bio plc,MTFB,NASDAQ Capital,6.98,"2,438,491","$17,020,667",2016-11-18,/market-activity/ipos/overview?dealId=998919-81297,0,0,0.0,None,0
856,865,Hunter Maritime Acquisition Corp.,HUNTU,NASDAQ Capital,10.0,"15,000,000","$150,000,000",2016-11-18,/market-activity/ipos/overview?dealId=1005763-81877,0,0,0.0,None,0
857,866,INNOVATIVE INDUSTRIAL PROPERTIES INC,IIPR,NYSE,20.0,"3,350,000","$67,000,000",2016-12-01,/market-activity/ipos/overview?dealId=1006262-81918,0,0,0.0,None,0
858,867,"Polar Power, Inc.",POLA,NASDAQ Capital,7.0,"2,400,000","$16,800,000",2016-12-07,/market-activity/ipos/overview?dealId=947938-81674,0,0,0.0,None,0
859,868,"SenesTech, Inc.",SNES,NASDAQ Capital,8.0,"1,875,000","$15,000,000",2016-12-08,/market-activity/ipos/overview?dealId=1003944-81751,0,0,0.0,None,0
860,869,"ICHOR HOLDINGS, LTD.",ICHR,NASDAQ Global Select,9.0,"5,877,778","$52,900,002",2016-12-09,/market-activity/ipos/overview?dealId=1008256-82088,0,0,0.0,None,0
861,870,Athene Holding Ltd,ATH,NYSE,40.0,"27,000,000","$1,080,000,000",2016-12-09,/market-activity/ipos/overview?dealId=861631-80855,0,0,0.0,None,0
862,871,"Brazos Valley Longhorn, L.L.C.",WRD,NYSE,15.0,"27,500,000","$412,500,000",2016-12-14,/market-activity/ipos/overview?dealId=1008177-82078,0,0,0.0,None,0
863,872,TiGenix NV,TIG,NASDAQ Global Select,15.5,"2,300,000","$35,650,000",2016-12-15,/market-activity/ipos/overview?dealId=911400-80044,0,0,0.0,None,0
864,873,trivago N.V.,TRVG,NASDAQ Global Select,11.0,"26,110,118","$287,211,298",2016-12-16,/market-activity/ipos/overview?dealId=1008287-82089,0,0,0.0,None,0
865,874,"Nisun International Enterprise Development Group Co., Ltd",HEBT,NASDAQ Capital,4.0,"5,000,000","$20,000,000",2016-12-27,/market-activity/ipos/overview?dealId=981769-80004,0,0,0.0,None,0
866,875,Invitation Homes Inc.,INVH,NYSE,20.0,"77,000,000","$1,540,000,000",2017-02-01,/market-activity/ipos/overview?dealId=1011996-82545,0,0,0.0,None,0
867,876,"LAUREATE EDUCATION, INC.",LAUR,NASDAQ Global Select,14.0,"35,000,000","$490,000,000",2017-02-01,/market-activity/ipos/overview?dealId=3789-79506,0,0,0.0,None,0
868,877,"Kimbell Royalty Partners, LP",KRP,NYSE,18.0,"5,000,000","$90,000,000",2017-02-03,/market-activity/ipos/overview?dealId=1012004-82548,0,0,0.0,None,0
869,878,"Ramaco Resources, Inc.",METC,NASDAQ Global Select,13.5,"6,000,000","$81,000,000",2017-02-03,/market-activity/ipos/overview?dealId=1011485-82493,0,0,0.0,None,0
870,879,"Foundation Building Materials, Inc.",FBM,NYSE,14.0,"12,800,000","$179,200,000",2017-02-10,/market-activity/ipos/overview?dealId=1012734-82595,0,0,0.0,None,0
871,880,Sachem Capital Corp.,SACH,NYSE MKT,5.0,"2,600,000","$13,000,000",2017-02-10,/market-activity/ipos/overview?dealId=1007185-81987,0,0,0.0,None,0
872,881,Clipper Realty Inc.,CLPR,NYSE,13.5,"5,700,000","$76,950,000",2017-02-10,/market-activity/ipos/overview?dealId=972131-81856,0,0,0.0,None,0
873,882,Hamilton Lane INC,HLNE,NASDAQ Global Select,16.0,"11,875,000","$190,000,000",2017-03-01,/market-activity/ipos/overview?dealId=1014270-82705,0,0,0.0,None,0
874,883,Snap Inc,SNAP,NYSE,17.0,"200,000,000","$3,400,000,000",2017-03-02,/market-activity/ipos/overview?dealId=899497-82723,0,0,0.0,None,0
875,884,"J.Jill, Inc.",JILL,NYSE,13.0,"11,666,667","$151,666,671",2017-03-09,/market-activity/ipos/overview?dealId=1015222-82780,0,0,0.0,None,0
876,885,BeyondSpring Inc.,BYSI,NASDAQ Capital,20.0,"174,286","$3,485,720",2017-03-09,/market-activity/ipos/overview?dealId=1008377-82102,0,0,0.0,None,0
877,886,"Presidio, Inc.",PSDO,NASDAQ Global Select,14.0,"16,666,666","$233,333,324",2017-03-10,/market-activity/ipos/overview?dealId=957998-82160,0,0,0.0,None,0
878,887,"U.S. WELL SERVICES, INC.",MPACU,NASDAQ Capital,10.0,"30,000,000","$300,000,000",2017-03-10,/market-activity/ipos/overview?dealId=1015802-82833,0,0,0.0,None,0
879,888,Ardagh Group S.A.,ARD,NYSE,19.0,"16,200,000","$307,800,000",2017-03-15,/market-activity/ipos/overview?dealId=1008708-82123,0,0,0.0,None,0
880,889,"MULESOFT, INC",MULE,NYSE,17.0,"13,000,000","$221,000,000",2017-03-17,/market-activity/ipos/overview?dealId=720052-82857,0,0,0.0,None,0
881,890,ProPetro Holding Corp.,PUMP,NYSE,14.0,"25,000,000","$350,000,000",2017-03-17,/market-activity/ipos/overview?dealId=999784-82763,0,0,0.0,None,0
882,891,SciSparc Ltd./ADR,TRPX,NASDAQ Capital,6.0,"2,000,000","$12,000,000",2017-03-22,/market-activity/ipos/overview?dealId=939958-82034,0,0,0.0,None,0
883,892,Valeritas Holdings Inc.,VLRX,NASDAQ Capital,10.0,"5,250,000","$52,500,000",2017-03-23,/market-activity/ipos/overview?dealId=945087-82740,0,0,0.0,None,0
884,893,"Alta Mesa Resources, Inc. /DE",SRUNU,NASDAQ Capital,10.0,"90,000,000","$900,000,000",2017-03-24,/market-activity/ipos/overview?dealId=1016962-82971,0,0,0.0,None,0
885,894,"Alteryx, Inc.",AYX,NYSE,14.0,"9,000,000","$126,000,000",2017-03-24,/market-activity/ipos/overview?dealId=1016440-82910,0,0,0.0,None,0
886,895,Altus Midstream Co,KAACU,NASDAQ Capital,10.0,"35,000,000","$350,000,000",2017-03-30,/market-activity/ipos/overview?dealId=1017352-83025,0,0,0.0,None,0
887,896,Hess Midstream Operations LP,HESM,NYSE,23.0,"14,780,000","$339,940,000",2017-04-05,/market-activity/ipos/overview?dealId=945433-76544,0,0,0.0,None,0
888,897,"Elevate Credit, Inc.",ELVT,NYSE,6.5,"12,400,000","$80,600,000",2017-04-06,/market-activity/ipos/overview?dealId=979137-79758,0,0,0.0,None,0
889,898,"Schneider National, Inc.",SNDR,NYSE,19.0,"28,947,000","$549,993,000",2017-04-06,/market-activity/ipos/overview?dealId=1010944-82434,0,0,0.0,None,0
890,899,"Okta, Inc.",OKTA,NASDAQ Global Select,17.0,"11,000,000","$187,000,000",2017-04-07,/market-activity/ipos/overview?dealId=1017907-83083,0,0,0.0,None,0
891,900,"ConvergeOne Holdings, Inc.",FMCIU,NASDAQ Capital,10.0,"15,000,000","$150,000,000",2017-04-07,/market-activity/ipos/overview?dealId=1018559-83168,0,0,0.0,None,0
892,901,Vantage Energy Acquisition Corp.,VEACU,NASDAQ Capital,10.0,"48,000,000","$480,000,000",2017-04-11,/market-activity/ipos/overview?dealId=1016056-82856,0,0,0.0,None,0
893,902,Netshoes (Cayman) Ltd.,NETS,NYSE,18.0,"8,250,000","$148,500,000",2017-04-12,/market-activity/ipos/overview?dealId=893756-83115,0,0,0.0,None,0
894,903,"Yext, Inc.",YEXT,NYSE,11.0,"10,500,000","$115,500,000",2017-04-13,/market-activity/ipos/overview?dealId=942127-83080,0,0,0.0,None,0
895,904,"WARRIOR MET COAL, INC.",HCC,NYSE,19.0,"16,666,667","$316,666,673",2017-04-13,/market-activity/ipos/overview?dealId=1017288-83019,0,0,0.0,None,0
896,905,"Forte Biosciences, Inc.",TOCA,NASDAQ Global Select,10.0,"8,500,000","$85,000,000",2017-04-13,/market-activity/ipos/overview?dealId=762911-83049,0,0,0.0,None,0
897,906,Cadence Bancorporation,CADE,NYSE,20.0,"7,500,000","$150,000,000",2017-04-13,/market-activity/ipos/overview?dealId=1018447-83150,0,0,0.0,None,0
898,907,"Select Energy Services, Inc.",WTTR,NYSE,14.0,"8,700,000","$121,800,000",2017-04-21,/market-activity/ipos/overview?dealId=1011376-82969,0,0,0.0,None,0
899,908,"Ontrak, Inc.",CATS,NASDAQ Capital,4.8,"3,125,000","$15,000,000",2017-04-26,/market-activity/ipos/overview?dealId=85191-82789,0,0,0.0,None,0
900,909,"Floor & Decor Holdings, Inc.",FND,NYSE,21.0,"8,823,500","$185,293,500",2017-04-27,/market-activity/ipos/overview?dealId=842788-82785,0,0,0.0,None,0
901,910,Verona Pharma plc,VRNA,NASDAQ Global,13.5,"5,768,000","$77,868,000",2017-04-27,/market-activity/ipos/overview?dealId=999545-83296,0,0,0.0,None,0
902,911,SOS Ltd,XRF,NYSE,6.0,"10,000,000","$60,000,000",2017-04-28,/market-activity/ipos/overview?dealId=693744-83265,0,0,0.0,None,0
